style_color,country_code,snapshot_date,model_number,product_name,color_name,gender_segment,category,subcategory,currency,price_local,sale_price_local,discount_pct,in_stock,availability_level
IB7012-600,CA,2026-03-19,IB7012,Air Jordan 1 Low SE,Team Red/Sierra Red,WOMEN,FOOTWEAR,Women's Shoes,CAD,165.0,,0.0,True,OOS
DV0991-101,CA,2026-03-19,DV0991,Air Jordan 1 Mid,White/White/Black,WOMEN,FOOTWEAR,Women's Shoes,CAD,165.0,,0.0,True,HIGH
IO7449-600,CA,2026-03-19,IO7449,Air Jordan 1 Mid SE,Team Red/Obsidian/Pale Vanilla,MEN,FOOTWEAR,Men's Shoes,CAD,175.0,,0.0,True,LOW
IB7010-001,CA,2026-03-19,IB7010,Air Jordan 1 Mid SE,Light Iron Ore/Pale Ivory/Oatmeal/Enigma Stone,WOMEN,FOOTWEAR,Women's shoes,CAD,175.0,,0.0,True,HIGH
HQ2011-100,CA,2026-03-19,HQ2011,Air Jordan 1 Mid SE,White/Cave Stone/Dark Sulphur/Oil Grey,MEN,FOOTWEAR,Men's Shoes,CAD,122.99,175.0,29.72,True,HIGH
HQ6996-200,CA,2026-03-19,HQ6996,Air Jordan 1 Retro Low 'Medium Olive and Summit White',Medium Olive/Summit White/Sail/Black,BOYS|GIRLS,FOOTWEAR,Younger Kids' Shoes,CAD,85.0,,0.0,True,HIGH
DN3707-202,CA,2026-03-19,DN3707,Air Jordan 3 Retro 'Medium Olive',Medium Olive/Neutral Olive/Sail/Sequoia,MEN,FOOTWEAR,Men's Shoes,CAD,270.0,,0.0,True,OOS
HV4794-100,CA,2026-03-19,HV4794,Air Jordan 9 Retro 'Flint Grey and French Blue',White/Flint Grey/French Blue,MEN,FOOTWEAR,Men's shoes,CAD,270.0,,0.0,True,HIGH
IU1078-417,CA,2026-03-19,IU1078,Brazil 2026 Match Away,Old Royal/Black,WOMEN,APPAREL,Women's Jordan Aero-FIT Football Authentic Shirt,CAD,230.0,,0.0,True,MEDIUM
IU1073-417,CA,2026-03-19,IU1073,Brazil 2026 Stadium Away,Old Royal/Black,MEN,APPAREL,Men's Jordan Dri-FIT Football Replica Shorts,CAD,90.0,,0.0,True,LOW
IU1080-417,CA,2026-03-19,IU1080,Brazil 2026 Stadium Away,Old Royal/Black,BOYS|GIRLS,APPAREL,Older Kids' Jordan Dri-FIT Football Replica Shirt,CAD,115.0,,0.0,True,HIGH
IU1077-417,CA,2026-03-19,IU1077,Brazil 2026 Stadium Away,Old Royal/Black,WOMEN,APPAREL,Women's Jordan Dri-FIT Football Replica Shirt,CAD,135.0,,0.0,True,HIGH
IU1072-417,CA,2026-03-19,IU1072,Brazil 2026 Stadium Away,Old Royal/Black,MEN,APPAREL,Men's Jordan Dri-FIT Football Replica Shirt,CAD,135.0,,0.0,True,OOS
IU1081-417,CA,2026-03-19,IU1081,Brazil 2026 Stadium Away,Old Royal/Black,BOYS|GIRLS,APPAREL,Older Kids' Jordan Dri-FIT Football Replica Shorts,CAD,75.0,,0.0,True,HIGH
IQ3335-369,CA,2026-03-19,IQ3335,Brazil 2026 Stadium Goalkeeper,Light Menta/Black,MEN,APPAREL,Men's Jordan Dri-FIT Football Short-Sleeve Replica Shirt,CAD,135.0,,0.0,True,OOS
IQ3293-010,CA,2026-03-19,IQ3293,Brazil Strike,Black/Yellow Pulse/Infrared 23,MEN,APPAREL,Men's Jordan Dri-FIT Football Knit Drill Top,CAD,95.0,,0.0,True,HIGH
IQ3302-010,CA,2026-03-19,IQ3302,Brazil Strike,Black/Yellow Pulse/Infrared 23,MEN,APPAREL,Men's Jordan Dri-FIT Football Knit Pants,CAD,110.0,,0.0,True,HIGH
HV5640-010,CA,2026-03-19,HV5640,Chicago Bulls Courtside,Black,MEN,APPAREL,Men's Nike NBA Vintage T-Shirt,CAD,55.0,,0.0,True,OOS
FZ3958-412,CA,2026-03-19,FZ3958,F.C. Barcelona Strike Fourth,University Blue/Gym Blue/Opti Yellow,MEN,APPAREL,Men's Nike Dri-FIT Football Anthem Jacket,CAD,190.0,,0.0,True,HIGH
FZ1311-432,CA,2026-03-19,FZ1311,FC Barcelona 2025/26 Match Fourth,Gym Blue/Gym Blue/Salsa Red/Opti Yellow,MEN,APPAREL,Men's Nike Dri-FIT ADV Football Authentic Shirt,CAD,210.0,,0.0,True,HIGH
FZ1307-432,CA,2026-03-19,FZ1307,FC Barcelona 2025/26 Stadium Fourth,Gym Blue/Gym Blue/Salsa Red/Opti Yellow,BOYS|GIRLS,APPAREL,Older Kids' Nike Dri-FIT Football Replica Shirt,CAD,100.0,,0.0,True,HIGH
FZ1304-432,CA,2026-03-19,FZ1304,FC Barcelona 2025/26 Stadium Fourth,Gym Blue/Gym Blue/Salsa Red/Opti Yellow,MEN,APPAREL,Men's Nike Dri-FIT Football Replica Shirt,CAD,125.0,,0.0,True,HIGH
FJ0238-728,CA,2026-03-19,FJ0238,Golden State Warriors Essential,Amarillo,MEN,APPAREL,Men's Nike NBA T-Shirt,CAD,45.0,,0.0,True,LOW
DN2005-401,CA,2026-03-19,DN2005,Golden State Warriors Icon Edition,Rush Blue,MEN,APPAREL,Men's Nike Dri-FIT NBA Swingman Jersey,CAD,150.0,,0.0,True,HIGH
HM3196-438,CA,2026-03-19,HM3196,Inter Milan 2025/26 Match Third,Thunder Blue/Safety Orange/Safety Orange,MEN,APPAREL,Men's Nike Dri-FIT ADV Total 90 Football Authentic Shirt,CAD,200.0,,0.0,True,HIGH
HJ4591-439,CA,2026-03-19,HJ4591,Inter Milan 2025/26 Stadium Home,Lyon Blue/Black/Chlorine Blue,MEN,APPAREL,Men's Nike Dri-FIT Football Replica Shirt,CAD,125.0,,0.0,True,LOW
IB3536-413,CA,2026-03-19,IB3536,Inter Milan 2026 Stadium SE,Hyper Blue/Black/Safety Orange,BOYS|GIRLS,APPAREL,Older Kids' Nike ACG Dri-FIT Football Replica Shirt,CAD,100.0,,0.0,True,HIGH
DQ8424-109,CA,2026-03-19,DQ8424,Jordan 1 Mid,Summit White/Infrared 23/Neutral Grey/Black,BOYS|GIRLS,FOOTWEAR,Younger Kids' Shoes,CAD,80.0,,0.0,True,HIGH
HQ9020-133,CA,2026-03-19,HQ9020,Jordan Brooklyn,Sail/Sail,MEN,APPAREL,Men’s Realtree T-Shirt,CAD,55.0,,0.0,True,HIGH
IM5104-417,CA,2026-03-19,IM5104,Jordan Brooklyn,Old Royal/Black/Yellow Pulse/Yellow Pulse,MEN,APPAREL,Men's 12.5cm (approx.) Woven Shorts,CAD,55.0,,0.0,True,LOW
HV0469-133,CA,2026-03-19,HV0469,Jordan Brooklyn Fleece,Sail/Sail,WOMEN,APPAREL,Women's Realtree Mod Crop Full-Zip Hoodie,CAD,95.0,,0.0,True,LOW
IF1822-010,CA,2026-03-19,IF1822,Jordan Flight,Black/White,MEN,APPAREL,Men's Graphic Workwear Jacket,CAD,195.0,,0.0,True,OOS
IQ5238-010,CA,2026-03-19,IQ5238,Jordan Flight,Black/Sail,MEN,APPAREL,Men's Woven Trousers,CAD,150.0,,0.0,True,LOW
IO3045-237,CA,2026-03-19,IO3045,Jordan Flight,Baroque Brown/British Khaki/Baroque Brown,WOMEN,APPAREL,Women's Reversible Gilet,CAD,170.0,,0.0,True,LOW
IO9531-010,CA,2026-03-19,IO9531,Jordan Flight Club,Black,WOMEN,APPAREL,Women's Fleece Quarter-Zip Sweatshirt,CAD,120.0,,0.0,True,LOW
HV0350-010,CA,2026-03-19,HV0350,Jordan Flight Mountainside,Black,WOMEN,APPAREL,Women's Long-Sleeve Bodysuit,CAD,80.0,,0.0,True,HIGH
DM0979-009,CA,2026-03-19,DM0979,Jordan Hydro VI Retro,Black/Infrared 23,MEN,FOOTWEAR,Slides,CAD,80.0,,0.0,True,OOS
HJ0627-010,CA,2026-03-19,HJ0627,Jordan Rise,Black/White,MEN|WOMEN,APPAREL,Structured Curved-Bill Hat,CAD,35.0,,0.0,True,HIGH
HQ9768-010,CA,2026-03-19,HQ9768,Jordan Sport,Black/White,WOMEN,APPAREL,Women's Dri-FIT High-Waisted 15cm (approx.) Shorts,CAD,60.0,,0.0,True,LOW
IF4126-600,CA,2026-03-19,IF4126,Jordan Tiempo Maestro Elite SE,Infrared 23/Grit,MEN|WOMEN,FOOTWEAR,Firm-Ground Low-Top Football Boot,CAD,350.0,,0.0,True,HIGH
II7579-016,CA,2026-03-19,II7579,Jordan Tiempo Streetgato SE,Phantom/Infrared 23/Sail,MEN|WOMEN,FOOTWEAR,Indoor Court Low-Top Football Shoes,CAD,165.0,,0.0,True,HIGH
IB2740-010,CA,2026-03-19,IB2740,Kobe,Black/Anthracite/White,BOYS|GIRLS,APPAREL,Older Kids' Winterised Basketball Pants,CAD,100.0,,0.0,True,LOW
IO0311-010,CA,2026-03-19,IO0311,Kobe All-Star Weekend,Black/Sonic Yellow/Light Photo Blue,BOYS|GIRLS,APPAREL,Older Kids' Fleece Basketball Hoodie,CAD,90.0,,0.0,True,LOW
II7126-010,CA,2026-03-19,II7126,LeBron,Black,MEN,APPAREL,Men's Nike NBA T-Shirt,CAD,64.0,,0.0,True,OOS
IM2170-636,CA,2026-03-19,IM2170,Luka,Varsity Red/Black,MEN,APPAREL,Men's T-Shirt,CAD,48.0,,0.0,True,OOS
DN2010-419,CA,2026-03-19,DN2010,Memphis Grizzlies Icon Edition,College Navy,MEN,APPAREL,Men's Nike Dri-FIT NBA Swingman Jersey,CAD,150.0,,0.0,True,HIGH
IF1707-078,CA,2026-03-19,IF1707,Nike ACG,Grey Fog/Light Lemon Twist/Summit White,BOYS|GIRLS,APPAREL,Older Kids' UV Long-Sleeve Top,CAD,60.0,,0.0,True,HIGH
IH9260-368,CA,2026-03-19,IH9260,Nike ACG Fly,Olive Flak/Black/Black,MEN|WOMEN,APPAREL,Unstructured Cap,CAD,55.0,,0.0,True,LOW
IO9395-628,CA,2026-03-19,IO9395,Nike Academy 'Vini Jr.',Sunset Pulse/Old Royal/Old Royal,MEN|WOMEN,EQUIPMENT,Football,CAD,45.0,,0.0,True,OOS
IQ3408-286,CA,2026-03-19,IQ3408,Nike Air Force 1 '07 Premium,Linen/Moon Particle/Mink Brown/Burgundy Crush,MEN,FOOTWEAR,Men's Shoes,CAD,170.0,,0.0,True,LOW
HF0659-900,CA,2026-03-19,HF0659,Nike Air Force 1 Low By You,Multi-Colour/Multi-Colour/Multi-Colour,MEN,FOOTWEAR,Custom Men's Shoes,CAD,170.0,,0.0,True,HIGH
HF0660-900,CA,2026-03-19,HF0660,Nike Air Force 1 Mid By You,Multi-Colour/Multi-Colour/Multi-Colour,MEN,FOOTWEAR,Custom Men's Shoes,CAD,180.0,,0.0,True,HIGH
HF0662-900,CA,2026-03-19,HF0662,Nike Air Force 1 Mid By You,Multi-Colour/Multi-Colour/Multi-Colour,WOMEN,FOOTWEAR,Custom Women's Shoes,CAD,180.0,,0.0,True,HIGH
FD9781-900,CA,2026-03-19,FD9781,Nike Air Huarache By You,Multi-Colour/Multi-Colour/Multi-Colour,MEN,FOOTWEAR,Custom Men's Shoes,CAD,170.0,,0.0,True,HIGH
HQ3714-900,CA,2026-03-19,HQ3714,Nike Air Max 1 By You,Multi-Colour/Multi-Colour/Multi-Colour,MEN,FOOTWEAR,Custom Men's Shoes,CAD,225.0,,0.0,True,HIGH
HQ3713-900,CA,2026-03-19,HQ3713,Nike Air Max 1 By You,Multi-Colour/Multi-Colour/Multi-Colour,WOMEN,FOOTWEAR,Custom Women's Shoes,CAD,225.0,,0.0,True,HIGH
IQ8027-900,CA,2026-03-19,IQ8027,Nike Air Max 270 By You,Multi-Colour/Multi-Colour,MEN,FOOTWEAR,Men's shoes,CAD,235.0,,0.0,True,HIGH
IQ9029-001,CA,2026-03-19,IQ9029,Nike Air Max 90,Black/Anthracite/Light Charcoal/Neon Yellow,BOYS|GIRLS,FOOTWEAR,Baby & Toddler Shoes,CAD,75.0,,0.0,True,LOW
IQ9026-001,CA,2026-03-19,IQ9026,Nike Air Max 90,Black/Anthracite/Light Charcoal/Neon Yellow,BOYS|GIRLS,FOOTWEAR,Younger Kids' Shoes,CAD,105.0,,0.0,True,HIGH
IQ7583-001,CA,2026-03-19,IQ7583,Nike Air Max 90,Black/Anthracite/Light Charcoal/Neon Yellow,BOYS|GIRLS,FOOTWEAR,Older Kids' Shoes,CAD,130.0,,0.0,True,LOW
IB6606-600,CA,2026-03-19,IB6606,"Nike Air Max 90 Premium 'Valentine’s Day""",University Red/Black/University Red,MEN,FOOTWEAR,Men's shoes,CAD,180.0,,0.0,True,OOS
DM1182-991,CA,2026-03-19,DM1182,Nike Air Max 95 By You,Multi-Colour/Multi-Colour/Multi-Colour/Multi-Colour,MEN,FOOTWEAR,Custom Men's Shoe,CAD,245.0,,0.0,True,HIGH
FN6743-900,CA,2026-03-19,FN6743,Nike Air Max 97 By You,Multi-Colour/Multi-Colour/Multi-Colour,MEN,FOOTWEAR,Custom Men's Shoes,CAD,245.0,,0.0,True,HIGH
IQ0288-100,CA,2026-03-19,IQ0288,Nike Air Max Plus,White/Pearl Grey/Black/Neon Yellow,MEN,FOOTWEAR,Men's Shoes,CAD,235.0,,0.0,True,HIGH
HF0665-900,CA,2026-03-19,HF0665,Nike Air Max Plus By You,Multi-Colour/Multi-Colour/Multi-Colour,MEN|WOMEN,FOOTWEAR,Custom Shoes,CAD,245.0,,0.0,True,HIGH
II6118-001,CA,2026-03-19,II6118,Nike Calm 2.0,Black/Black/Black,BOYS|GIRLS,FOOTWEAR,Younger Kids' Slides,CAD,38.0,,0.0,True,HIGH
IQ5378-663,CA,2026-03-19,IQ5378,Nike Dunk Low,Pink Foam/Light Crimson/Summit White,BOYS|GIRLS,FOOTWEAR,Baby & Toddler Shoes,CAD,75.0,,0.0,True,LOW
FJ2256-900,CA,2026-03-19,FJ2256,Nike Dunk Low Unlocked By You,Multi-Colour/Multi-Colour/Multi-Colour,WOMEN,FOOTWEAR,Custom Women's Shoes,CAD,210.0,,0.0,True,HIGH
IO7564-900,CA,2026-03-19,IO7564,Nike Field General By You,Multi-Colour/Multi-Colour,WOMEN,FOOTWEAR,Custom Women's Shoes,CAD,160.0,,0.0,True,HIGH
IO7556-900,CA,2026-03-19,IO7556,Nike Field General By You,Multi-Colour/Multi-Colour,MEN,FOOTWEAR,Custom Men's Shoes,CAD,160.0,,0.0,True,HIGH
IF7444-100,CA,2026-03-19,IF7444,Nike Fly,White/Anthracite,MEN|WOMEN,APPAREL,Dri-FIT ADV Unstructured Cooling Cap,CAD,170.0,,0.0,True,HIGH
CW7635-991,CA,2026-03-19,CW7635,Nike Internationalist By You,Multi-Colour/Multi-Colour/Multi-Colour,MEN,FOOTWEAR,Custom Men's Shoe,CAD,145.0,,0.0,True,HIGH
HQ3271-900,CA,2026-03-19,HQ3271,Nike Mercurial Superfly 10 Academy By You,Multi-Colour/Multi-Colour,MEN|WOMEN,FOOTWEAR,Custom FG High-Top Football Boot,CAD,165.0,,0.0,True,HIGH
HQ3270-900,CA,2026-03-19,HQ3270,Nike Mercurial Vapor 16 Academy By You,Multi-Colour/Multi-Colour,MEN|WOMEN,FOOTWEAR,Custom Firm-Ground Low-Top Football Boot,CAD,160.0,,0.0,True,HIGH
HQ4308-003,CA,2026-03-19,HQ4308,Nike Mind 002,Light Smoke Grey/Photon Dust/Hyper Crimson/Chrome,MEN,FOOTWEAR,Men's Shoes,CAD,180.0,,0.0,True,OOS
FV5638-006,CA,2026-03-19,FV5638,Nike Pegasus Trail 5,Black/Volt Ice/Phantom,,FOOTWEAR,Older Kids' Trail-Running Shoes,CAD,140.0,,0.0,True,LOW
HV0310-610,CA,2026-03-19,HV0310,Nike Pro,Bordeaux,GIRLS,APPAREL,Older Kids' (Girls') Dri-FIT 7.5cm (approx.) Shorts with Shine Accents,CAD,38.0,,0.0,True,MEDIUM
FJ0439-010,CA,2026-03-19,FJ0439,Nike Sportswear,Black/Black/White,MEN|WOMEN,EQUIPMENT,RPM Tote (26L),CAD,105.0,,0.0,True,HIGH
IF1704-010,CA,2026-03-19,IF1704,Nike Sportswear,Black/White/White,GIRLS,APPAREL,Older Kids' (Girls') Woven Trousers,CAD,85.0,,0.0,True,MEDIUM
IO9567-400,CA,2026-03-19,IO9567,Nike Streakfly 2 Glam,Dark Obsidian/Electric Green/Purple Dynasty/Black,MEN,FOOTWEAR,Road Racing Shoes,CAD,245.0,,0.0,True,HIGH
IO9913-100,CA,2026-03-19,IO9913,Nike Structure Plus,White/Sail/Sea Glass/White,WOMEN,FOOTWEAR,Women's Road Running Shoes,CAD,215.0,,0.0,True,LOW
IO9607-960,CA,2026-03-19,IO9607,Nike Tiempo Ligera Pro LE,Metallic Red Bronze/Metallic Rose Gold,MEN|WOMEN,FOOTWEAR,Firm-Ground Low-Top Football Boot,CAD,190.0,,0.0,True,HIGH
IQ8295-339,CA,2026-03-19,IQ8295,Nike Tiempo Streetgato LE,Olive Aura/Metallic Red Bronze/Light Liquid Lime,MEN|WOMEN,FOOTWEAR,Indoor Court Low-Top Football Shoes,CAD,135.0,,0.0,True,OOS
HQ6413-002,CA,2026-03-19,HQ6413,Nike V5 RNR,Black/Anthracite/Black,BOYS|GIRLS,FOOTWEAR,Baby/Toddler Shoes,CAD,75.0,,0.0,True,OOS
IB6554-001,CA,2026-03-19,IB6554,Nike Vapor 12,Black/Light Lemon Twist/Blue Ribbon Heather/White,WOMEN,FOOTWEAR,Women's Hard Court Tennis Shoes,CAD,235.0,,0.0,True,LOW
IB6558-100,CA,2026-03-19,IB6558,Nike Vapor Pro 3,Sail/Turf Orange/Blue Ribbon Heather/Black,MEN,FOOTWEAR,Men's Hard Court Tennis Shoes,CAD,180.0,,0.0,True,LOW
IB6550-700,CA,2026-03-19,IB6550,Nike Vapor Pro 3,Light Lemon Twist/Blue Ribbon Heather/Laser Fuchsia/Black,WOMEN,FOOTWEAR,Women's Hard Court Tennis Shoes,CAD,180.0,,0.0,True,LOW
IF0515-002,CA,2026-03-19,IF0515,Nike Vomero 18,Black/Coconut Milk/Light Iron Ore/Summit White,WOMEN,FOOTWEAR,Women's Road Running Shoes (Extra Wide),CAD,190.0,,0.0,True,OOS
IO7552-900,CA,2026-03-19,IO7552,Nike Vomero 18 By You,Multi-Colour/Multi-Colour/Multi-Colour,WOMEN,FOOTWEAR,Custom Women's Road Running Shoes,CAD,215.0,,0.0,True,HIGH
IO7528-900,CA,2026-03-19,IO7528,Nike Vomero 18 By You,Multi-Colour/Multi-Colour/Multi-Colour,MEN,FOOTWEAR,Custom Men's Road Running Shoes,CAD,215.0,,0.0,True,HIGH
IQ5175-001,CA,2026-03-19,IQ5175,Nike Zoom GP Challenge 1.5 PRM,Black/Light Lemon Twist/White,WOMEN,FOOTWEAR,Women's Hard Court Tennis Shoes,CAD,225.0,,0.0,True,HIGH
HQ2181-004,CA,2026-03-19,HQ2181,Nike Zoom Vomero Roam,Black/Black/Racer Blue/Black,WOMEN,FOOTWEAR,Women's Winterized Shoes,CAD,235.0,,0.0,True,LOW
IF1989-435,CA,2026-03-19,IF1989,Nike x Stranger Things,Light Photo Blue/Light Photo Blue,MEN,APPAREL,Men's Pullover Hoodie,CAD,95.0,,0.0,True,LOW
II5248-051,CA,2026-03-19,II5248,Nike x Stranger Things,Birch Heather,MEN,APPAREL,Men's T-Shirt,CAD,75.0,,0.0,True,LOW
DN2016-403,CA,2026-03-19,DN2016,Oklahoma City Thunder Icon Edition,Signal Blue,MEN,APPAREL,Men's Nike Dri-FIT NBA Swingman Jersey,CAD,150.0,,0.0,True,LOW
FN8972-101,CA,2026-03-19,FN8972,Paris Saint-Germain 2024/25 Stadium Away,White/Midnight Navy/University Red/Midnight Navy,WOMEN,APPAREL,Women's Nike Dri-FIT Football Replica Shirt,CAD,115.0,,0.0,True,OOS
HM3198-680,CA,2026-03-19,HM3198,Paris Saint-Germain 2025/26 Match Third,Global Red/Sport Red/Hyper Royal,MEN,APPAREL,Men's Nike Dri-FIT ADV Total 90 Football Authentic Shirt,CAD,210.0,,0.0,True,OOS
HQ4232-045,CA,2026-03-19,HQ4232,Paris Saint-Germain 2025/26 Stadium Fourth,Off-Noir/Black/Pearl Pink,BOYS|GIRLS,APPAREL,Older Kids' Jordan Dri-FIT Football Replica Shirt,CAD,95.0,,0.0,True,OOS
HM3206-045,CA,2026-03-19,HM3206,Paris Saint-Germain 2025/26 Stadium Fourth,Off-Noir/Black/Pearl Pink,MEN,APPAREL,Men's Jordan Dri-FIT Football Replica Shirt,CAD,115.0,,0.0,True,HIGH
HJ5293-411,CA,2026-03-19,HJ5293,Paris Saint-Germain 2025/26 Stadium Home,Midnight Navy/Midnight Navy/White,BOYS|GIRLS,APPAREL,Older Kids' Nike Dri-FIT Football Replica Shirt,CAD,100.0,,0.0,True,HIGH
HJ4593-411,CA,2026-03-19,HJ4593,Paris Saint-Germain 2025/26 Stadium Home,Midnight Navy/Midnight Navy/White,MEN,APPAREL,Men's Nike Dri-FIT Football Replica Shirt,CAD,115.0,,0.0,True,MEDIUM
HJ4606-680,CA,2026-03-19,HJ4606,Paris Saint-Germain 2025/26 Stadium Third,Global Red/Sport Red/Hyper Royal,MEN,APPAREL,Men's Nike Dri-FIT Total 90 Football Replica Shirt,CAD,115.0,,0.0,True,OOS
HM3245-680,CA,2026-03-19,HM3245,Paris Saint-Germain 2025/26 Stadium Third,Global Red/Sport Red/Hyper Royal,WOMEN,APPAREL,Women's Nike Dri-FIT Total 90 Football Replica Shirt,CAD,115.0,,0.0,True,LOW
DO9422-566,CA,2026-03-19,DO9422,Phoenix Suns Icon Edition,New Orchid/White,MEN,APPAREL,Men's Nike Dri-FIT NBA Swingman Shorts,CAD,100.0,,0.0,True,OOS
IO7548-900,CA,2026-03-19,IO7548,Sabrina 3 By You,Multi-Colour/Multi-Colour/Multi-Colour,MEN|WOMEN,FOOTWEAR,Custom Basketball Shoes,CAD,210.0,,0.0,True,HIGH
HM5981-123,CA,2026-03-19,HM5981,Stephen Curry Golden State Warriors City Edition,Natural,MEN,APPAREL,Men's Nike NBA Swingman Jersey,CAD,150.0,,0.0,True,MEDIUM
HV9261-101,CA,2026-03-19,HV9261,Tottenham Hotspur 2025/26 Stadium Home,White/Light Iron Ore/Binary Blue,MEN,APPAREL,Men's Nike Dri-FIT Football Replica Long-Sleeve Shirt,CAD,150.0,,0.0,True,LOW
IQ0267-417,CA,2026-03-19,IQ0267,Vini Jr. Academy,Midnight Navy/Pink Foam/Metallic Silver,BOYS|GIRLS,APPAREL,Older Kids' Nike Dri-FIT Football Shorts,CAD,40.0,,0.0,True,HIGH
HF0996-010,MX,2026-03-19,HF0996,A'ja Wilson Las Vegas Aces,Negro/Plata liso/Blanco,MEN|WOMEN,APPAREL,Jersey Nike Dri-FIT de la WNBA Victory,MXN,1899.0,,0.0,True,MEDIUM
II5389-417,MX,2026-03-19,II5389,Air Jordan 85,Azul eléctrico,MEN,APPAREL,Sudadera de cuello redondo con gráfico oversized para hombre,MXN,999.0,,0.0,True,MEDIUM
FV4227-700,MX,2026-03-19,FV4227,Air Jordan 1 Element Low A/T,Toque de limón claro/Lima vital/Mango salvaje claro/Hielo lima,MEN,FOOTWEAR,Tenis para hombre,MXN,4299.0,,0.0,True,LOW
IB7012-600,MX,2026-03-19,IB7012,Air Jordan 1 Low SE,Rojo team/Rojo sierra,WOMEN,FOOTWEAR,Tenis para mujer,MXN,3099.0,,0.0,True,OOS
DV0991-101,MX,2026-03-19,DV0991,Air Jordan 1 Mid,Blanco/Blanco/Negro,WOMEN,FOOTWEAR,Tenis para mujer,MXN,3199.0,,0.0,True,MEDIUM
IO7449-600,MX,2026-03-19,IO7449,Air Jordan 1 Mid SE,Rojo team/Obsidiana/Vainilla pálido,MEN,FOOTWEAR,Tenis para hombre,MXN,3399.0,,0.0,True,MEDIUM
IB7010-001,MX,2026-03-19,IB7010,Air Jordan 1 Mid SE,Mena de hierro claro/Marfil pálido/Crudo/Piedra enigma,WOMEN,FOOTWEAR,Tenis para mujer,MXN,3399.0,,0.0,True,MEDIUM
HQ6996-200,MX,2026-03-19,HQ6996,"Air Jordan 1 Retro Low ""Medium Olive and Summit White""",Oliva medio/Blanco cumbre/Vela/Negro,BOYS|GIRLS,FOOTWEAR,Tenis para niños de preescolar,MXN,1699.0,,0.0,True,LOW
DN3707-202,MX,2026-03-19,DN3707,"Air Jordan 3 Retro ""Medium Olive""",Oliva medio/Oliva neutro/Vela/Secuoya,MEN,FOOTWEAR,Tenis para hombre,MXN,4499.0,,0.0,True,LOW
HV4794-100,MX,2026-03-19,HV4794,"Air Jordan 9 Retro ""Flint Grey y French Blue""",Blanco/Gris sílex/Azul francés,MEN,FOOTWEAR,Tenis para hombre,MXN,4699.0,,0.0,True,MEDIUM
IQ3335-369,MX,2026-03-19,IQ3335,Brasil portero 2026 Stadium,Menta claro/Negro,MEN,APPAREL,Jersey de fútbol de manga corta Jordan Dri-FIT Replica para hombre,MXN,2099.0,,0.0,True,HIGH
IU1073-417,MX,2026-03-19,IU1073,Brasil visitante 2026 Stadium,Azul eléctrico/Negro,MEN,APPAREL,Shorts de futbol Jordan Dri-FIT Replica para hombre,MXN,1249.0,,0.0,True,HIGH
IU1080-417,MX,2026-03-19,IU1080,Brasil visitante 2026 Stadium,Azul eléctrico/Negro,BOYS|GIRLS,APPAREL,Jersey de futbol Jordan Dri-FIT Replica para niños talla grande,MXN,1699.0,,0.0,True,MEDIUM
IU1077-417,MX,2026-03-19,IU1077,Brasil visitante 2026 Stadium,Azul eléctrico/Negro,WOMEN,APPAREL,Jersey de futbol Jordan Dri-FIT Replica para mujer,MXN,1999.0,,0.0,True,HIGH
IU1072-417,MX,2026-03-19,IU1072,Brasil visitante 2026 Stadium,Azul eléctrico/Negro,MEN,APPAREL,Jersey de futbol Jordan Dri-FIT Replica para hombre,MXN,1999.0,,0.0,True,HIGH
IU1081-417,MX,2026-03-19,IU1081,Brasil visitante 2026 Stadium,Azul eléctrico/Negro,BOYS|GIRLS,APPAREL,Shorts de futbol Jordan Dri-FIT Replica para niños talla grande,MXN,1099.0,,0.0,True,MEDIUM
IQ3293-010,MX,2026-03-19,IQ3293,Brazil Strike,Negro/Pulso amarillo/Infrarrojo 23,MEN,APPAREL,Playera de entrenamiento de futbol Jordan Dri-FIT de tejido Knit para hombre,MXN,1499.0,,0.0,True,HIGH
IQ3302-010,MX,2026-03-19,IQ3302,Brazil Strike,Negro/Pulso amarillo/Infrarrojo 23,MEN,APPAREL,Pants de futbol de tejido Knit Jordan Dri-FIT para hombre,MXN,1499.0,,0.0,True,MEDIUM
HV5640-010,MX,2026-03-19,HV5640,Chicago Bulls Courtside,Negro,MEN,APPAREL,Playera Nike de la NBA vintage para hombre,MXN,999.0,,0.0,True,MEDIUM
FZ3958-412,MX,2026-03-19,FZ3958,FC Barcelona Strike Fourth,Azul universitario/Azul gimnasio/Amarillo opti,MEN,APPAREL,Chamarra Anthem de fútbol Nike Dri-FIT para hombre,MXN,2949.0,,0.0,True,HIGH
FZ1307-432,MX,2026-03-19,FZ1307,FC Barcelona 2025/26 cuarta equipación,Azul gimnasio/Azul gimnasio/Rojo salsa/Amarillo opti,BOYS|GIRLS,APPAREL,Jersey de fútbol Nike Dri-FIT Replica para niños talla grande,MXN,1599.0,,0.0,True,HIGH
FZ1304-432,MX,2026-03-19,FZ1304,FC Barcelona 2025/26 cuarta equipación,Azul gimnasio/Azul gimnasio/Rojo salsa/Amarillo opti,MEN,APPAREL,Jersey de fútbol Nike Dri-FIT Replica para hombre,MXN,1899.0,,0.0,True,OOS
DN2005-401,MX,2026-03-19,DN2005,Golden State Warriors Icon Edition,Azul enérgico,MEN,APPAREL,Jersey Nike Dri-FIT de la NBA Swingman para hombre,MXN,2299.0,,0.0,True,HIGH
